stop_code,stop_name,address,routes,url
Q3 004,"Trạm xe buýt [Q3 004] Võ Văn Tần, Quận 3","Đối diện 12 Bà Huyện Thanh Quan, Quận 3, Tp.Hồ Chí Minh",149,https://xebuyt.net/1842-vo-van-tan
Q1 103,"Trạm xe buýt [Q1 103] Sân vận động Tao Đàn, Quận 1","3  Huyền Trân Công Chúa, Quận 1, Tp.Hồ Chí Minh",149,https://xebuyt.net/1843-san-van-dong-tao-dan
Q1 039,"Trạm xe buýt [Q1 039] Chợ Bến Thành, Quận 1","220 Lê Thánh Tôn, Quận 1, Tp.Hồ Chí Minh","44, 149",https://xebuyt.net/1844-cho-ben-thanh
Q1 104,"Trạm xe buýt [Q1 104] Thủ Khoa Huân, Quận 1","55 - 57 Thủ Khoa Huân, Quận 1, Tp.Hồ Chí Minh",149,https://xebuyt.net/1845-thu-khoa-huan
Q8 134,"Trạm xe buýt [Q8 134] Chùa Viên Giác, Quận 8","Đối diện Chùa Giác Viên Hồ Học Lãm, Quận 8, Tp.Hồ Chí Minh","15, 101",https://xebuyt.net/1847-chua-vien-giac
QBT 037,"Trạm xe buýt [QBT 037] Võ Văn Kiệt, Quận Bình Tân","109-258 Hồ Học Lãm, Quận Bình Tân, Tp.Hồ Chí Minh","15, 101",https://xebuyt.net/1848-vo-van-kiet
QBT 036,"Trạm xe buýt [QBT 036] Nhựa Long Thành, Quận Bình Tân","Đối diện 201 Hồ Học Lãm, Quận Bình Tân, Tp.Hồ Chí Minh","15, 101",https://xebuyt.net/1849-nhua-long-thanh
QTB 124,"Trạm xe buýt [QTB 124] Trạm Út tịch, Quận Tân Bình","35-37 Cộng Hòa, Quận Tân Bình, Tp.Hồ Chí Minh","04, 28, 104, 145",https://xebuyt.net/185-tram-ut-tich
QBT 038,"Trạm xe buýt [QBT 038] Chùa Sùng Quang, Quận Bình Tân","324 Hồ Học Lãm, Quận Bình Tân, Tp.Hồ Chí Minh","15, 39",https://xebuyt.net/1850-chua-sung-quang
QBT 039,"Trạm xe buýt [QBT 039] Chợ Khu phố 2, Quận Bình Tân","35 Hồ Học Lãm, Quận Bình Tân, Tp.Hồ Chí Minh","15, 39",https://xebuyt.net/1851-cho-khu-pho-2
QBT 040,"Trạm xe buýt [QBT 040] Ngã tư An Lạc, Quận Bình Tân","488 Hồ Học Lãm, Quận Bình Tân, Tp.Hồ Chí Minh","15, 60, 151",https://xebuyt.net/1852-nga-tu-an-lac
QBT 041,"Trạm xe buýt [QBT 041] Siêu thị Big C, Quận Bình Tân","588 Hồ Học Lãm, Quận Bình Tân, Tp.Hồ Chí Minh","15, 60, 151",https://xebuyt.net/1853-sieu-thi-big-c
QBT 052,"Trạm xe buýt [QBT 052] Công ty Hai Thành, Quận Bình Tân","E4/48 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","15, 60, 151",https://xebuyt.net/1854-cong-ty-hai-thanh
QBT 042,"Trạm xe buýt [QBT 042] Hẻm Sinco Hồ Ngọc Lãm, Quận Bình Tân","E4/39 Hồ Học Lãm, Quận Bình Tân, Tp.Hồ Chí Minh","15, 60, 151",https://xebuyt.net/1855-hem-sinco-ho-ngoc-lam
QBT 051,"Trạm xe buýt [QBT 051] Trạm Điện Quốc lộ 1A, Quận Bình Tân","1229C Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","15, 60, 151",https://xebuyt.net/1856-tram-dien-quoc-lo-1a
QBT 053,"Trạm xe buýt [QBT 053] Công ty Pouyuen, Quận Bình Tân","Công ty Pouyuen Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","15, 60, 151",https://xebuyt.net/1857-cong-ty-pouyuen
QBT 054,"Trạm xe buýt [QBT 054] KCN Tân Tạo, Quận Bình Tân","56 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","15, 60, 73, 151",https://xebuyt.net/1858-kcn-tan-tao
QBT 055,"Trạm xe buýt [QBT 055] Nhà sách Tân Tạo, Quận Bình Tân","1167-1169 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","15, 60, 151",https://xebuyt.net/1859-nha-sach-tan-tao
QTB 037,"Trạm xe buýt [QTB 037] Trạm Bảo Tàng Miền Đông, Quận Tân Bình","247 Hoàng Văn Thụ, Quận Tân Bình, Tp.Hồ Chí Minh","04, 08, 51, 59, 64, 103, 104, 109, 148, 152",https://xebuyt.net/186-tram-bao-tang-mien-dong
QBT 115,"Trạm xe buýt [QBT 115] Quốc lộ 1A, Quận Bình Tân","1013 Hương lộ 2, Quận Bình Tân, Tp.Hồ Chí Minh","15, 61",https://xebuyt.net/1860-quoc-lo-1a
QBT 056,"Trạm xe buýt [QBT 056] Trạm xăng số 5, Quận Bình Tân","1137 (D11/89A) Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","15, 25, 60, 151",https://xebuyt.net/1861-tram-xang-so-5
QBT 114,"Trạm xe buýt [QBT 114] Bệnh viện Bình Tân, Quận Bình Tân","927 Hương lộ 2, Quận Bình Tân, Tp.Hồ Chí Minh","15, 61",https://xebuyt.net/1862-benh-vien-binh-tan
QBT 057,"Trạm xe buýt [QBT 057] Chung cư Tân Mai, Quận Bình Tân","Đối diện 952 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","15, 25, 60, 151",https://xebuyt.net/1863-chung-cu-tan-mai
QBT 116,"Trạm xe buýt [QBT 116] Bệnh viện Bình Tân, Quận Bình Tân","863 Hương lộ 2, Quận Bình Tân, Tp.Hồ Chí Minh","15, 61",https://xebuyt.net/1864-benh-vien-binh-tan
QBT 058,"Trạm xe buýt [QBT 058] Hương lộ 2, Quận Bình Tân","1087 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","15, 25, 60, 151",https://xebuyt.net/1865-huong-lo-2
QBT 113,"Trạm xe buýt [QBT 113] Thạch cao Thanh Tài, Quận Bình Tân","737 Hương lộ 2, Quận Bình Tân, Tp.Hồ Chí Minh","15, 16",https://xebuyt.net/1866-thach-cao-thanh-tai
QBT 249,"Trạm xe buýt [QBT 249] 589, Quận Bình Tân","589 Hương lộ 2, Quận Bình Tân, Tp.Hồ Chí Minh",15,https://xebuyt.net/1867-589-huong-lo-2-bt
QBT 117,"Trạm xe buýt [QBT 117] Trường Bình Trị, Quận Bình Tân","637 Hương lộ 2, Quận Bình Tân, Tp.Hồ Chí Minh",15,https://xebuyt.net/1868-truong-binh-tri
QBT 250,"Trạm xe buýt [QBT 250] 497, Quận Bình Tân","497 Hương lộ 2, Quận Bình Tân, Tp.Hồ Chí Minh",15,https://xebuyt.net/1869-497-huong-lo-2-quan-binh-tan
QTB 036,"Trạm xe buýt [QTB 036] Phạm Văn Hai, Quận Tân Bình","259 Hoàng Văn Thụ, Quận Tân Bình, Tp.Hồ Chí Minh","04, 08, 50, 51, 59, 64, 103, 104, 119, 148, 152",https://xebuyt.net/187-pham-van-hai
QBT 232,"Trạm xe buýt [QBT 232] Ngã tư 4, 4 xã, Quận Bình Tân","Đ/d 418-145 Hương lộ 2, Quận Bình Tân, Tp.Hồ Chí Minh",15,https://xebuyt.net/1870-nga-tu-4-4-xa
BX86,"Trạm xe buýt [BX86] Tân Vạn, Quận 9","Ngã ba Tân Vạn Xa Lộ Hà Nội, Quận 9, Tp.Hồ Chí Minh",150,https://xebuyt.net/1871-tan-van
QBTH 051,"Trạm xe buýt [QBTH 051] Đại học Hồng Bàng, Quận Bình Thạnh","205 Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","45, 91, 93, 150",https://xebuyt.net/1872-dai-hoc-hong-bang
QBTH 052,"Trạm xe buýt [QBTH 052] Vòng xoay Hàng Xanh, Quận Bình Thạnh","10b Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","45, 150",https://xebuyt.net/1873-vong-xoay-hang-xanh
QBTH 049,"Trạm xe buýt [QBTH 049] Cầu Điện Biên Phủ, Quận Bình Thạnh","45 Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","45, 91, 93, 150",https://xebuyt.net/1874-cau-dien-bien-phu
QBTH 050,"Trạm xe buýt [QBTH 050] Trạm Điện Nguyễn Cửu Vân, Quận Bình Thạnh","119 Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","45, 93, 150",https://xebuyt.net/1875-tram-dien-nguyen-cuu-van
Q1 087,"Trạm xe buýt [Q1 087] Nguyễn Văn Thủ, Quận 1","75 Nguyễn Bỉnh Khiêm, Quận 1, Tp.Hồ Chí Minh","35, 45, 93, 150",https://xebuyt.net/1877-nguyen-van-thu
Q1 114,"Trạm xe buýt [Q1 114] UBND Phường Dakao, Quận 1","52 -54 Nguyễn Đình Chiểu, Quận 1, Tp.Hồ Chí Minh","35, 93, 150",https://xebuyt.net/1879-ubnd-phuong-dakao
QPN 043,"Trạm xe buýt [QPN 043] Cây xăng Quân khu 7, Quận Phú Nhuận","307 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tp.Hồ Chí Minh","04, 109, 152",https://xebuyt.net/188-cay-xang-quan-khu-7
Q3 059,"Trạm xe buýt [Q3 059] Coop Mart Nguyễn Đình Chiểu, Quận 3","170 Nguyễn Đình Chiểu, Quận 3, Tp.Hồ Chí Minh","150, 152",https://xebuyt.net/1880-coop-mart-nguyen-dinh-chieu
Q3 058,"Trạm xe buýt [Q3 058] Đại học Kinh tế, Quận 3","138B Nguyễn Đình Chiểu, Quận 3, Tp.Hồ Chí Minh","31, 93, 150",https://xebuyt.net/1881-dai-hoc-kinh-te
Q3 060,"Trạm xe buýt [Q3 060] Trương Định, Quận 3","216 Nguyễn Đình Chiểu, Quận 3, Tp.Hồ Chí Minh","28, 150, 152",https://xebuyt.net/1883-truong-dinh
Q3 063,"Trạm xe buýt [Q3 063] Cao thắng, Quận 3","596 - 598 Nguyễn Đình Chiểu, Quận 3, Tp.Hồ Chí Minh","69, 150",https://xebuyt.net/1884-cao-thang
QBT 060,"Trạm xe buýt [QBT 060] Ao Đôi, Quận Bình Tân","1015 (Ao Đôi) Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1886-ao-doi
QBT 061,"Trạm xe buýt [QBT 061] Khu phố 1, Quận Bình Tân","853 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1887-khu-pho-1
QBT 063,"Trạm xe buýt [QBT 063] Tân Kỳ Tân Quý, Quận Bình Tân","813 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1888-tan-ky-tan-quy
Q3 062,"Trạm xe buýt [Q3 062] Chợ Vườn Chuối, Quận 3","448 - 450 Nguyễn Đình Chiểu, Quận 3, Tp.Hồ Chí Minh","69, 150",https://xebuyt.net/1889-cho-vuon-chuoi
QPN 046,"Trạm xe buýt [QPN 046] Trung tâm Văn hóa Quận Phú Nhuận, Quận Phú Nhuận","157 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tp.Hồ Chí Minh","04, 109, 152",https://xebuyt.net/189-trung-tam-van-hoa-quan-phu-nhuan
Q3 064,"Trạm xe buýt [Q3 064] Chợ Bàn Cờ, Quận 3","678 - 680 Nguyễn Đình Chiểu, Quận 3, Tp.Hồ Chí Minh","69, 150",https://xebuyt.net/1890-cho-ban-co
Q10 026,"Trạm xe buýt [Q10 026] Đài tưởng niệm, Quận 10","66 Ngô Gia Tự, Quận 10, Tp.Hồ Chí Minh",150,https://xebuyt.net/1891-dai-tuong-niem
QBT 065,"Trạm xe buýt [QBT 065] Phát Đạt, Quận Bình Tân","601 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1892-phat-dat
QBT 059,"Trạm xe buýt [QBT 059] Hương lộ 2, Quận Bình Tân","1069 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1893-huong-lo-2
QBT 067,"Trạm xe buýt [QBT 067] Khu phố 3, Quận Bình Tân","461 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1894-khu-pho-3
QBT 062,"Trạm xe buýt [QBT 062] Sơn Expo, Quận Bình Tân","Sơn Expo Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1895-son-expo
QBT 069,"Trạm xe buýt [QBT 069] Gò Mây, Quận Bình Tân","253 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1896-go-may
QBT 071,"Trạm xe buýt [QBT 071] Nồi Hơi, Quận Bình Tân","117 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1897-noi-hoi
QBT 064,"Trạm xe buýt [QBT 064] Tân Kỳ Tân Quý, Quận Bình Tân","741 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1898-tan-ky-tan-quy
Q12 089,"Trạm xe buýt [Q12 089] Lộc Ích, Quận 12","168 Quốc lộ 1A, Quận 12, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1899-loc-ich
Q5 097,"Trạm xe buýt [Q5 097] Trần Bình Trọng, Quận 5","813 Trần Hưng Đạo, Quận 5, Tp.Hồ Chí Minh",1,https://xebuyt.net/19-tran-binh-trong
QPN 044,"Trạm xe buýt [QPN 044] Ngã Ba Nguyễn Trọng Tuyển, Quận Phú Nhuận","279 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tp.Hồ Chí Minh","04, 109, 152",https://xebuyt.net/190-nga-ba-nguyen-trong-tuyen
QBT 066,"Trạm xe buýt [QBT 066] Trạm cân số 1, Quận Bình Tân","497 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1900-tram-can-so-1
Q12 091,"Trạm xe buýt [Q12 091] Qua ngã tư Bà Điểm, Quận 12","2879 Quốc lộ 1A, Quận 12, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1901-qua-nga-tu-ba-diem
QBT 068,"Trạm xe buýt [QBT 068] Cửa hàng Thảo Vân, Quận Bình Tân","383 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1902-cua-hang-thao-van
Q12 093,"Trạm xe buýt [Q12 093] Trạm măng, Quận 12","2797 Quốc lộ 1A, Quận 12, Tp.Hồ Chí Minh",60,https://xebuyt.net/1903-tram-mang
QBT 070,"Trạm xe buýt [QBT 070] Hội quán, Quận Bình Tân","197 (Hội quán) Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1904-hoi-quan
Q12 094,"Trạm xe buýt [Q12 094] Cầu vượt ngã tư An Sương, Quận 12","10P Quốc lộ 1A, Quận 12, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1905-cau-vuot-nga-tu-an-suong
QBT 072,"Trạm xe buýt [QBT 072] Quang Châu, Quận Bình Tân","19-21 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1906-quang-chau
Q10 025,"Trạm xe buýt [Q10 025] Đài tưởng niệm, Quận 10","105 Ngô Gia Tự, Quận 10, Tp.Hồ Chí Minh",150,https://xebuyt.net/1907-dai-tuong-niem
Q12 090,"Trạm xe buýt [Q12 090] Ngã tư Bà Điểm, Quận 12","2945 Quốc lộ 1A, Quận 12, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1908-nga-tu-ba-diem
Q3 020,"Trạm xe buýt [Q3 020] Ngã 7 Lý Thái Tổ, Quận 3","647 Điện Biên Phủ, Quận 3, Tp.Hồ Chí Minh","10, 54, 150",https://xebuyt.net/1909-nga-7-ly-thai-to
QPN 045,"Trạm xe buýt [QPN 045] Cổng Xe lửa, Quận Phú Nhuận","253 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tp.Hồ Chí Minh","04, 109, 152",https://xebuyt.net/191-cong-xe-lua
Q12 092,"Trạm xe buýt [Q12 092] Trạm Rác, Quận 12","88/1 Quốc lộ 1A, Quận 12, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1910-tram-rac
Q3 022,"Trạm xe buýt [Q3 022] Cư Xá Đô Thành, Quận 3","399 Điện Biên Phủ, Quận 3, Tp.Hồ Chí Minh","54, 150",https://xebuyt.net/1911-cu-xa-do-thanh
Q3 023,"Trạm xe buýt [Q3 023] Bệnh viện Bình Dân, Quận 3","371 Điện Biên Phủ, Quận 3, Tp.Hồ Chí Minh","54, 150",https://xebuyt.net/1912-benh-vien-binh-dan
Q3 025,"Trạm xe buýt [Q3 025] Bệnh viện Mắt TPHCM, Quận 3","291 Điện Biên Phủ, Quận 3, Tp.Hồ Chí Minh","30, 54, 91, 150",https://xebuyt.net/1913-benh-vien-mat-tphcm
Q3 027,"Trạm xe buýt [Q3 027] Trường Marie Curie, Quận 3","Đối diện số 206 (247) Điện Biên Phủ, Quận 3, Tp.Hồ Chí Minh","30, 54, 150",https://xebuyt.net/1914-truong-marie-curie
Q1 008,"Trạm xe buýt [Q1 008] Công Viên Lê Văn Tám, Quận 1","179 - 181 Điện Biên Phủ, Quận 1, Tp.Hồ Chí Minh","54, 91, 93, 150",https://xebuyt.net/1915-cong-vien-le-van-tam
QBTH 062,"Trạm xe buýt [QBTH 062] Trạm Điện Nguyễn Cửu Vân, Quận Bình Thạnh","174 Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","45, 93, 150",https://xebuyt.net/1916-tram-dien-nguyen-cuu-van
Q3 026,"Trạm xe buýt [Q3 026] Sở Khoa học và Công nghệ, Quận 3","273 Điện Biên Phủ, Quận 3, Tp.Hồ Chí Minh","30, 54, 150",https://xebuyt.net/1917-so-khoa-hoc-va-cong-nghe
QBTH 061,"Trạm xe buýt [QBTH 061] Đại học Hồng Bàng, Quận Bình Thạnh","328 Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","45, 93, 150",https://xebuyt.net/1918-dai-hoc-hong-bang
Q9 225,"Trạm xe buýt [Q9 225] Nghĩa trang liệt sĩ TP.HCM, Quận 9","Nghĩa trang liệt sĩ Thành phố HCM Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","60, 150",https://xebuyt.net/1919-nghia-trang-liet-si-tp-hcm
Q3 052,"Trạm xe buýt [Q3 052] Chùa Vĩnh Nghiêm, Quận 3","321-323 Nam Kỳ Khởi Nghĩa, Quận 3, Tp.Hồ Chí Minh","04, 109, 152",https://xebuyt.net/192-chua-vinh-nghiem
Q3 028,"Trạm xe buýt [Q3 028] Phạm Ngọc Thạch, Quận 3","209 Điện Biên Phủ, Quận 3, Tp.Hồ Chí Minh","30, 54, 93, 150",https://xebuyt.net/1920-pham-ngoc-thach
HHM 018,"Trạm xe buýt [HHM 018] Hồng Mộc, Huyện Hóc Môn","41/1A Quốc lộ 1A, Huyện Hóc Môn, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1921-hong-moc
HHM 020,"Trạm xe buýt [HHM 020] Kiềm Nghĩa, Huyện Hóc Môn","59/2 Quốc lộ 1A, Huyện Hóc Môn, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1922-kiem-nghia
QBT 074,"Trạm xe buýt [QBT 074] Vĩ Phong, Quận Bình Tân","136 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1923-vi-phong
Q1 009,"Trạm xe buýt [Q1 009] Đinh Tiên Hoàng, Quận 1","87 Điện Biên Phủ, Quận 1, Tp.Hồ Chí Minh","54, 93, 150",https://xebuyt.net/1924-dinh-tien-hoang
QBTH 060,"Trạm xe buýt [QBTH 060] Vòng xoay Hàng Xanh, Quận Bình Thạnh","442 Điện Biên Phủ, Quận Bình Thạnh, Tp.Hồ Chí Minh","45, 93, 150",https://xebuyt.net/1925-vong-xoay-hang-xanh
HHM 017,"Trạm xe buýt [HHM 017] Trạm măng, Huyện Hóc Môn","45/9C Quốc lộ 1A, Huyện Hóc Môn, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1926-tram-mang
QBT 076,"Trạm xe buýt [QBT 076] Gò Mây, Quận Bình Tân","230 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1927-go-may
HHM 019,"Trạm xe buýt [HHM 019] Ngã tư Bà Điểm, Huyện Hóc Môn","57/7B Quốc lộ 1A, Huyện Hóc Môn, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1928-nga-tu-ba-diem
QBT 078,"Trạm xe buýt [QBT 078] Phát Đạt, Quận Bình Tân","576 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1929-phat-dat
QPN 047,"Trạm xe buýt [QPN 047] Trần Huy Liệu, Quận Phú Nhuận","101 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tp.Hồ Chí Minh","04, 109, 152",https://xebuyt.net/193-tran-huy-lieu
QBT 073,"Trạm xe buýt [QBT 073] Quang Châu, Quận Bình Tân","5/30K Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1930-quang-chau
QBT 080,"Trạm xe buýt [QBT 080] Tân Kỳ Tân Quý, Quận Bình Tân","642 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1931-tan-ky-tan-quy
QBT 075,"Trạm xe buýt [QBT 075] Gò Mây, Quận Bình Tân","230 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 151",https://xebuyt.net/1932-go-may
QBT 083,"Trạm xe buýt [QBT 083] Hương lộ 2, Quận Bình Tân","854 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1933-huong-lo-2
QBT 077,"Trạm xe buýt [QBT 077] Hương Quê, Quận Bình Tân","320 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1934-huong-que
QBT 084,"Trạm xe buýt [QBT 084] Qua ngã tư Hương lộ 2, Quận Bình Tân","892 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1935-qua-nga-tu-huong-lo-2
BX 56,"Trạm xe buýt [BX 56] Khu dân cư Trung Sơn, Huyện Bình Chánh","Khu dân cư Trung Sơn Đường số 10, Huyện Bình Chánh, Tp.Hồ Chí Minh",152,https://xebuyt.net/1936-khu-dan-cu-trung-son
QBT 079,"Trạm xe buýt [QBT 079] Khu phố 5, Quận Bình Tân","576 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1937-khu-pho-5
HBC 457,"Trạm xe buýt [HBC 457] Đường 9A, Huyện Bình Chánh","259 Đường 9A, Huyện Bình Chánh, Tp.Hồ Chí Minh",152,https://xebuyt.net/1938-duong-9a
QBT 081,"Trạm xe buýt [QBT 081] Thiên Phúc Học, Quận Bình Tân","770 Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1939-thien-phuc-hoc
Q3 054,"Trạm xe buýt [Q3 054] Viện Paster, Quận 3","179 Nam Kỳ Khởi Nghĩa, Quận 3, Tp.Hồ Chí Minh","04, 109, 152",https://xebuyt.net/194-vien-paster
HBC 456,"Trạm xe buýt [HBC 456] Vòng xoay cầu Him Lam, Huyện Bình Chánh","Kế 53 Đường 9A, Huyện Bình Chánh, Tp.Hồ Chí Minh",152,https://xebuyt.net/1940-vong-xoay-cau-him-lam
QBT 082,"Trạm xe buýt [QBT 082] Ao Đôi, Quận Bình Tân","790 (Đối diện Ao Đôi) Quốc lộ 1A, Quận Bình Tân, Tp.Hồ Chí Minh","60, 61, 151",https://xebuyt.net/1941-ao-doi
Q8 050,"Trạm xe buýt [Q8 050] Trường Dương Bá Trạc, Quận 8","129-131 Dương Bá Trạc, Quận 8, Tp.Hồ Chí Minh",152,https://xebuyt.net/1942-truong-duong-ba-trac
HBC 455,"Trạm xe buýt [HBC 455] Thảo Loan PLAZA, Huyện Bình Chánh","Thảo Loan PLAZA Đường 9A, Huyện Bình Chánh, Tp.Hồ Chí Minh",152,https://xebuyt.net/1943-thao-loan-plaza
Q1 040,"Trạm xe buýt [Q1 040] Khách sạn New world, Quận 1","40 Phạm Hồng Thái, Quận 1, Tp.Hồ Chí Minh","38, 65, 152",https://xebuyt.net/1944-khach-san-new-world
BX 50,"Trạm xe buýt [BX 50] Sân bay Tân Sơn Nhất, Quận Tân Bình","Sân bay Tân Sơn Nhất Trường Sơn_QTB, Quận Tân Bình, Tp.Hồ Chí Minh","109, 119, 152",https://xebuyt.net/1945-san-bay-tan-son-nhat
Q8 047,"Trạm xe buýt [Q8 047] Trường Dương Bá Trạc, Quận 8","158-160 Dương Bá Trạc, Quận 8, Tp.Hồ Chí Minh",152,https://xebuyt.net/1947-truong-duong-ba-trac
Q6 088,"Trạm xe buýt [Q6 088] Chợ Phú Lâm, Quận 6","78 Tân Hòa Đông, Quận 6, Tp.Hồ Chí Minh",16,https://xebuyt.net/1948-cho-phu-lam
Q6 090,"Trạm xe buýt [Q6 090] An Dương Vương, Quận 6","172B Tân Hòa Đông, Quận 6, Tp.Hồ Chí Minh",16,https://xebuyt.net/1949-an-duong-vuong
Q3 056,"Trạm xe buýt [Q3 056] Coop Mart Nguyễn Đình Chiểu, Quận 3","145 Nam Kỳ Khởi Nghĩa, Quận 3, Tp.Hồ Chí Minh","04, 31, 93, 109",https://xebuyt.net/195-coop-mart-nguyen-dinh-chieu
QBT 119,"Trạm xe buýt [QBT 119] Phường Bình Trị Đông, Quận Bình Tân","284-D18/36 Tân Hòa Đông, Quận Bình Tân, Tp.Hồ Chí Minh",16,https://xebuyt.net/1950-phuong-binh-tri-dong
QBT 121,"Trạm xe buýt [QBT 121] Mỹ Hảo, Quận Bình Tân","378 Tân Hòa Đông, Quận Bình Tân, Tp.Hồ Chí Minh",16,https://xebuyt.net/1952-my-hao
HBC 454,"Trạm xe buýt [HBC 454] Vòng xoay cầu Him Lam, Huyện Bình Chánh","128 Đường 9A, Huyện Bình Chánh, Tp.Hồ Chí Minh",152,https://xebuyt.net/1953-vong-xoay-cau-him-lam
QBT 122,"Trạm xe buýt [QBT 122] Tân Khai, Quận Bình Tân","470 Tân Hòa Đông, Quận Bình Tân, Tp.Hồ Chí Minh",16,https://xebuyt.net/1954-tan-khai
Q6 089,"Trạm xe buýt [Q6 089] Chợ Tân Hòa Đông, Quận 6","142A-146A Tân Hòa Đông, Quận 6, Tp.Hồ Chí Minh",16,https://xebuyt.net/1955-cho-tan-hoa-dong
QBT 118,"Trạm xe buýt [QBT 118] Ấp Chiến Lược, Quận Bình Tân","224 Tân Hòa Đông, Quận Bình Tân, Tp.Hồ Chí Minh",16,https://xebuyt.net/1956-ap-chien-luoc
QBT 198,"Trạm xe buýt [QBT 198] Làng nướng Tây Nguyên, Quận Bình Tân","83 Trương Phước Phan, Quận Bình Tân, Tp.Hồ Chí Minh",16,https://xebuyt.net/1957-lang-nuong-tay-nguyen
QBT 120,"Trạm xe buýt [QBT 120] Ao cá Cây Bàng, Quận Bình Tân","334 Tân Hòa Đông, Quận Bình Tân, Tp.Hồ Chí Minh",16,https://xebuyt.net/1958-ao-ca-cay-bang
