stop_code,stop_name,address,routes,url
Q6 095,"Trạm xe buýt [Q6 095] Chu Văn An, Quận 6","27 Tháp Mười, Quận 6, Tp.Hồ Chí Minh","01, 05, 07, 10, 25, 47, 54, 56, 144, 150",https://xebuyt.net/1-chu-van-an
Q5 060,"Trạm xe buýt [Q5 060] Chung cư Nguyễn Trãi, Quận 5","549 Nguyễn Trãi, Quận 5, Tp.Hồ Chí Minh","01, 54",https://xebuyt.net/10-chung-cu-nguyen-trai
Q11 001,"Trạm xe buýt [Q11 001] Nhà sách Phú Thọ, Quận 11","940 (6B) Đường 3/2, Quận 11, Tp.Hồ Chí Minh","02, 14, 27, 103",https://xebuyt.net/100-nha-sach-phu-tho
QTB 061,"Trạm xe buýt [QTB 061] Hồ Bơi Cộng Hòa, Quận Tân Bình","1003 Cách Mạng Tháng Tám, Quận Tân Bình, Tp.Hồ Chí Minh","30, 65, 103",https://xebuyt.net/1000-ho-boi-cong-hoa
QTB 063,"Trạm xe buýt [QTB 063] Bành Văn Trân, Quận Tân Bình","771 Cách Mạng Tháng Tám, Quận Tân Bình, Tp.Hồ Chí Minh","30, 65, 103",https://xebuyt.net/1001-banh-van-tran
QTB 062,"Trạm xe buýt [QTB 062] Ông Tạ, Quận Tân Bình","907 Cách Mạng Tháng Tám, Quận Tân Bình, Tp.Hồ Chí Minh","30, 65, 103",https://xebuyt.net/1002-ong-ta
Q10 083,"Trạm xe buýt [Q10 083] Công Viên Lê Thị Riêng, Quận 10","Công Viên Lê Thị Riêng Cách Mạng Tháng Tám, Quận 10, Tp.Hồ Chí Minh","13, 30, 65, 103",https://xebuyt.net/1003-cong-vien-le-thi-rieng
Q10 062,"Trạm xe buýt [Q10 062] Ngân hàng quân đội, Quận 10","136 Tô Hiến Thành, Quận 10, Tp.Hồ Chí Minh","38, 59, 69, 103",https://xebuyt.net/1007-ngan-hang-quan-doi
Q10 060,"Trạm xe buýt [Q10 060] BV Trưng Vương, Quận 10","142 kios 37-38 Tô Hiến Thành, Quận 10, Tp.Hồ Chí Minh","38, 59, 69, 103",https://xebuyt.net/1008-bv-trung-vuong
Q11 002,"Trạm xe buýt [Q11 002] Lãnh Binh Thăng, Quận 11","970 Đường 3/2, Quận 11, Tp.Hồ Chí Minh","02, 14, 103",https://xebuyt.net/101-lanh-binh-thang
Q5 022,"Trạm xe buýt [Q5 022] Bến xe Chợ Lớn, Quận 5","266 Hồng Bàng, Quận 5, Tp.Hồ Chí Minh","23, 66, 103, 139",https://xebuyt.net/1010-ben-xe-cho-lon
Q1 148,"Trạm xe buýt [Q1 148] Chùa Lâm Tế, Quận 1","Đối diện 211 (212A) Nguyễn Trãi, Quận 1, Tp.Hồ Chí Minh","11, 46",https://xebuyt.net/1012-chua-lam-te
Q10 061,"Trạm xe buýt [Q10 061] Đại Học Bách Khoa (cổng sau), Quận 10","350 ( cũ 142) Tô Hiến Thành, Quận 10, Tp.Hồ Chí Minh","38, 59, 69, 103",https://xebuyt.net/1013-dai-hoc-bach-khoa-cong-sau
Q11 025,"Trạm xe buýt [Q11 025] Đường 3/2, Quận 11","170-172 Lê Đại Hành, Quận 11, Tp.Hồ Chí Minh","11, 62",https://xebuyt.net/1014-duong-3-2
Q11 083,"Trạm xe buýt [Q11 083] Trạm Trần Quý - Tạ Uyên, Quận 11","193 Tạ Uyên, Quận 11, Tp.Hồ Chí Minh","23, 103, 144",https://xebuyt.net/1015-tram-tran-quy-ta-uyen
Q11 033,"Trạm xe buýt [Q11 033] Cổng chào CV Đầm sen, Quận 11","20 Lãnh Binh Thăng, Quận 11, Tp.Hồ Chí Minh","11, 62",https://xebuyt.net/1016-cong-chao-cv-dam-sen
Q5 080,"Trạm xe buýt [Q5 080] Tạ Uyên, Quận 5","79 Tạ Uyên, Quận 5, Tp.Hồ Chí Minh","23, 66, 96, 103",https://xebuyt.net/1017-ta-uyen
Q11 035,"Trạm xe buýt [Q11 035] CV Lãnh Binh Thăng, Quận 11","Đối diện Trường mầm non (278) Lãnh Binh Thăng, Quận 11, Tp.Hồ Chí Minh","11, 23, 62",https://xebuyt.net/1018-cv-lanh-binh-thang
Q1 149,"Trạm xe buýt [Q1 149] City plaza, Quận 1","230 Nguyễn Trãi, Quận 1, Tp.Hồ Chí Minh","11, 46",https://xebuyt.net/1019-city-plaza
Q11 040,"Trạm xe buýt [Q11 040] Tòa án nhân dân Q11, Quận 11","150 Ông Ích Khiêm, Quận 11, Tp.Hồ Chí Minh","11, 23, 62, 69",https://xebuyt.net/1020-toa-an-nhan-dan-q11
Q1 140,"Trạm xe buýt [Q1 140] Nguyễn Trãi, Quận 1","Đối diện số 205 - 207 Nguyễn Văn Cừ, Quận 1, Tp.Hồ Chí Minh","11, 45, 56, 96, 139",https://xebuyt.net/1021-nguyen-trai
BX91,"Trạm xe buýt [BX91] BÃI XE BUÝT ĐẦM SEN, Quận 11","BÃI XE BUÝT ĐẦM SEN Hòa Bình, Quận 11, Tp.Hồ Chí Minh","11, 15, 38, 64",https://xebuyt.net/1022-bai-xe-buyt-dam-sen
Q11 034,"Trạm xe buýt [Q11 034] Chợ Phú Thọ, Quận 11","134 Lãnh Binh Thăng, Quận 11, Tp.Hồ Chí Minh","11, 62",https://xebuyt.net/1023-cho-phu-tho
Q11 036,"Trạm xe buýt [Q11 036] Nhà văn hóa Quận 11, Quận 11","284 Lãnh Binh Thăng, Quận 11, Tp.Hồ Chí Minh","11, 23, 62",https://xebuyt.net/1024-nha-van-hoa-quan-11
Q9 214,"Trạm xe buýt [Q9 214] Ngã 4 Bình Thái, Quận 9","Kho 71 Xa Lộ Hà Nội, Quận 9, Tp.Hồ Chí Minh","12, 30, 52, 55, 60, 104, 150",https://xebuyt.net/1025-nga-4-binh-thai
Q9 216,"Trạm xe buýt [Q9 216] Bê tông Hải Âu, Quận 9","Bê tông Hải Âu Xa Lộ Hà Nội, Quận 9, Tp.Hồ Chí Minh","12, 30, 52, 55, 60, 104, 150",https://xebuyt.net/1026-be-tong-hai-au
Q11 037,"Trạm xe buýt [Q11 037] Chợ Lãnh Binh Thăng, Quận 11","308-310 Lãnh Binh Thăng, Quận 11, Tp.Hồ Chí Minh","11, 23, 62",https://xebuyt.net/1027-cho-lanh-binh-thang
Q9 217,"Trạm xe buýt [Q9 217] Ngã 4 Thủ Đức, Quận 9","712 Xa Lộ Hà Nội, Quận 9, Tp.Hồ Chí Minh","12, 30, 52, 55, 60, 104, 150",https://xebuyt.net/1028-nga-4-thu-duc
Q11 043,"Trạm xe buýt [Q11 043] Bãi xe buýt Đầm Sen, Quận 11","40A Hòa Bình, Quận 11, Tp.Hồ Chí Minh","11, 15, 23, 38, 62, 69, 144",https://xebuyt.net/1029-bai-xe-buyt-dam-sen
Q11 003,"Trạm xe buýt [Q11 003] Chợ Thiết, Quận 11","1114A-1116A Đường 3/2, Quận 11, Tp.Hồ Chí Minh","02, 14, 103",https://xebuyt.net/103-cho-thiet
Q9 215,"Trạm xe buýt [Q9 215] UBND quận 9, Quận 9","1B Xa Lộ Hà Nội, Quận 9, Tp.Hồ Chí Minh","12, 30, 52, 55, 60, 104, 150",https://xebuyt.net/1030-ubnd-quan-9
QTD 084,"Trạm xe buýt [QTD 084] Đại học Sư Phạm Kỹ Thuật, Quận Thủ Đức","116/6 Lê Văn Chí, Quận Thủ Đức, Tp.Hồ Chí Minh","53, 89, 104",https://xebuyt.net/1031-dai-hoc-su-pham-ky-thuat
QTD 094,"Trạm xe buýt [QTD 094] Ngã ba Lê Văn Chí, Quận Thủ Đức","225 Hoàng Diệu 2, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1032-nga-ba-le-van-chi
QTD 085,"Trạm xe buýt [QTD 085] Nhà máy nước Thủ Đức, Quận Thủ Đức","Nhà máy nước Thủ Đức Lê Văn Chí, Quận Thủ Đức, Tp.Hồ Chí Minh","89, 104",https://xebuyt.net/1033-nha-may-nuoc-thu-duc
QTD 095,"Trạm xe buýt [QTD 095] Tô Vĩnh Diện, Quận Thủ Đức","151 Hoàng Diệu 2, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1035-to-vinh-dien
QTD 226,"Trạm xe buýt [QTD 226] Hoàng Diệu 2, Quận Thủ Đức","40 Đường số 7, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1036-hoang-dieu-2
QTD 103,"Trạm xe buýt [QTD 103] Ngã ba Linh Trung đường số 6, Quận Thủ Đức","94A Đường số 6, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1037-nga-ba-linh-trung-duong-so-6
QTD 104,"Trạm xe buýt [QTD 104] Ngã ba đường 14, Quận Thủ Đức","62-64 Đường Số 6, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1038-nga-ba-duong-14
QTD 105,"Trạm xe buýt [QTD 105] Đường số 14, Quận Thủ Đức","18 Đường số 14, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1039-duong-so-14
Q11 005,"Trạm xe buýt [Q11 005] Đội Giao Thông Phú Lâm, Quận 11","1274 Đường 3/2, Quận 11, Tp.Hồ Chí Minh","02, 14",https://xebuyt.net/104-doi-giao-thong-phu-lam
QTD 171,"Trạm xe buýt [QTD 171] ĐH Kinh tế Luật, Quận Thủ Đức","Đối diện 665 Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","19, 33, 50, 93, 104",https://xebuyt.net/1040-dh-kinh-te-luat
QTD 172,"Trạm xe buýt [QTD 172] Công ty điện tử Samsung, Quận Thủ Đức","Công ty điện tử Samsung Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","19, 33, 50, 93, 104",https://xebuyt.net/1041-cong-ty-dien-tu-samsung
QTD 173,"Trạm xe buýt [QTD 173] ĐH Nông Lâm, Quận Thủ Đức","Cột điện SI 2 Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","19, 33, 50, 93, 104",https://xebuyt.net/1042-dh-nong-lam
Q11 047,"Trạm xe buýt [Q11 047] Ngã 4 Hòa Bình, Quận 11","3 (79) Hòa Bình, Quận 11, Tp.Hồ Chí Minh","11, 15, 23, 38, 62, 69, 144",https://xebuyt.net/1043-nga-4-hoa-binh
Q11 041,"Trạm xe buýt [Q11 041] Tòa án nhân dân Q11, Quận 11","85 Ông Ích Khiêm, Quận 11, Tp.Hồ Chí Minh","11, 23, 62, 69",https://xebuyt.net/1044-toa-an-nhan-dan-q11
Q11 042,"Trạm xe buýt [Q11 042] Ông Ích Khiêm, Quận 11","43 Ông Ích Khiêm, Quận 11, Tp.Hồ Chí Minh","11, 23, 62, 69",https://xebuyt.net/1045-ong-ich-khiem
Q11 039,"Trạm xe buýt [Q11 039] CV Lãnh Binh Thăng, Quận 11","281A (Siêu thị Vinatex) Lãnh Binh Thăng, Quận 11, Tp.Hồ Chí Minh","11, 23, 62",https://xebuyt.net/1047-cv-lanh-binh-thang
Q11 048,"Trạm xe buýt [Q11 048] Trường TH Phú Thọ, Quận 11","316 Tôn Thất Hiệp, Quận 11, Tp.Hồ Chí Minh","11, 23, 62",https://xebuyt.net/1048-truong-th-phu-tho
Q11 049,"Trạm xe buýt [Q11 049] Chợ Thiết, Quận 11","167-169 Phó Cơ Điều, Quận 11, Tp.Hồ Chí Minh","11, 62",https://xebuyt.net/1049-cho-thiet
Q11 004,"Trạm xe buýt [Q11 004] Xóm Đất, Quận 11","1196 Đường 3/2, Quận 11, Tp.Hồ Chí Minh","02, 14",https://xebuyt.net/105-xom-dat
Q5 042,"Trạm xe buýt [Q5 042] Chợ Thiếc, Quận 5","235 Nguyễn Chí Thanh, Quận 5, Tp.Hồ Chí Minh","66, 96, 119, 144",https://xebuyt.net/1050-cho-thiec
Q5 075,"Trạm xe buýt [Q5 075] Bộ Công an, Quận 5","211-213 Nguyễn Văn Cừ, Quận 5, Tp.Hồ Chí Minh","11, 45, 56, 96, 139",https://xebuyt.net/1051-bo-cong-an
Q1 150,"Trạm xe buýt [Q1 150] Báo An Ninh Thế Giới, Quận 1","371A Nguyễn Trãi, Quận 1, Tp.Hồ Chí Minh","11, 45, 46, 56, 96",https://xebuyt.net/1052-bao-an-ninh-the-gioi
Q1 151,"Trạm xe buýt [Q1 151] Nhà Khách Bộ Công An, Quận 1","333 Nguyễn Trãi, Quận 1, Tp.Hồ Chí Minh","11, 45, 46, 56, 96",https://xebuyt.net/1053-nha-khach-bo-cong-an
BX 18,"Trạm xe buýt [BX 18] Phú Xuân, Quận 7","Bến Phú Xuân Đường số 15B, Quận 7, Tp.Hồ Chí Minh","110, 139",https://xebuyt.net/1054-phu-xuan
HNB 001,"Trạm xe buýt [HNB 001] Chợ Phú Xuân, Huyện Nhà Bè","1678-1680 (26/1-26/2) Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1055-cho-phu-xuan
Q1 152,"Trạm xe buýt [Q1 152] Chùa Lâm Tế, Quận 1","217 Nguyễn Trãi, Quận 1, Tp.Hồ Chí Minh","11, 46",https://xebuyt.net/1056-chua-lam-te
Q7 169,"Trạm xe buýt [Q7 169] Phạm Hữu Lầu, Quận 7","63-65 Phạm Hữu Lầu, Quận 7, Tp.Hồ Chí Minh",139,https://xebuyt.net/1057-pham-huu-lau
HNB 003,"Trạm xe buýt [HNB 003] Công an Thị trấn Nhà Bè, Huyện Nhà Bè","42/7 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1058-cong-an-thi-tran-nha-be
HNB 002,"Trạm xe buýt [HNB 002] Chợ Phú Xuân, Huyện Nhà Bè","1809 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1059-cho-phu-xuan
Q11 007,"Trạm xe buýt [Q11 007] Trường Nguyễn Thi, Quận 11","1456 Đường 3/2, Quận 11, Tp.Hồ Chí Minh","02, 14",https://xebuyt.net/106-truong-nguyen-thi
HNB 006,"Trạm xe buýt [HNB 006] Ngân hàng Agribank, Huyện Nhà Bè","2132 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1060-ngan-hang-agribank
HNB 004,"Trạm xe buýt [HNB 004] Trường Lâm Văn Bền, Huyện Nhà Bè","57/4 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1061-truong-lam-van-ben
HNB 008,"Trạm xe buýt [HNB 008] Đào Tông Nguyên, Huyện Nhà Bè","Đối diện 23/3 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1062-dao-tong-nguyen
HNB 005,"Trạm xe buýt [HNB 005] Chùa Lá, Huyện Nhà Bè","4/11C Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1063-chua-la
HNB 010,"Trạm xe buýt [HNB 010] Ngã Ba Bờ Đăng, Huyện Nhà Bè","12/8H Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1064-nga-ba-bo-dang
HNB 007,"Trạm xe buýt [HNB 007] Chùa Tháp Võ, Huyện Nhà Bè","536 Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1065-chua-thap-vo
HNB 009,"Trạm xe buýt [HNB 009] Công Tiến Thọ, Huyện Nhà Bè","15/6B Huỳnh Tấn Phát, Huyện Nhà Bè, Tp.Hồ Chí Minh","20, 75, 110",https://xebuyt.net/1066-cong-tien-tho
HNB 030,"Trạm xe buýt [HNB 030] Nguyễn Bình, Huyện Nhà Bè","98 Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1067-nguyen-binh
HNB 032,"Trạm xe buýt [HNB 032] Đình Đức Hưng Thạnh, Huyện Nhà Bè","243 ( Đình Đức Hưng Thạnh) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1068-dinh-duc-hung-thanh
HNB 029,"Trạm xe buýt [HNB 029] Ngã Ba Bờ Đăng, Huyện Nhà Bè","32 Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1069-nga-ba-bo-dang
Q11 006,"Trạm xe buýt [Q11 006] Chùa Phụng Sơn, Quận 11","1354 Đường 3/2, Quận 11, Tp.Hồ Chí Minh","02, 14",https://xebuyt.net/107-chua-phung-son
HNB 034,"Trạm xe buýt [HNB 034] Kho bạc Huyện Nhà Bè, Huyện Nhà Bè","UBND Huyện Nhà Bè Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1070-kho-bac-huyen-nha-be
HNB 031,"Trạm xe buýt [HNB 031] Nguyễn Bình, Huyện Nhà Bè","192 (13/1) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1071-nguyen-binh
HNB 036,"Trạm xe buýt [HNB 036] Cầu Bà Chiêm, Huyện Nhà Bè","578 (5/12) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1072-cau-ba-chiem
HNB 033,"Trạm xe buýt [HNB 033] Trường tiểu học Nguyễn Bình, Huyện Nhà Bè","Đối diện 269A (Đ/d 1/2C) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1073-truong-tieu-hoc-nguyen-binh
HNB 073,"Trạm xe buýt [HNB 073] Hàng Tre, Huyện Nhà Bè","Đối diện 206 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1074-hang-tre
HNB 035,"Trạm xe buýt [HNB 035] Cầu Mương Chuối, Huyện Nhà Bè","486 (17/6) Nguyễn Bình, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1075-cau-muong-chuoi
HNB 072,"Trạm xe buýt [HNB 072] Công an Nhà Bè, Huyện Nhà Bè","Công an huyện Nhà Bè Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1076-cong-an-nha-be
HNB 071,"Trạm xe buýt [HNB 071] UBND Xã Long Thới, Huyện Nhà Bè","288 (239) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1077-ubnd-xa-long-thoi
HNB 112,"Trạm xe buýt [HNB 112] Vòng xoay Long Thới, Huyện Nhà Bè","74 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1078-vong-xoay-long-thoi
HNB 069,"Trạm xe buýt [HNB 069] Công ty may Đại Sơn, Huyện Nhà Bè","482B Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1079-cong-ty-may-dai-son
Q6 062,"Trạm xe buýt [Q6 062] Chợ Minh Phụng, Quận 6","101 Minh Phụng, Quận 6, Tp.Hồ Chí Minh","02, 148",https://xebuyt.net/108-cho-minh-phung
HNB 070,"Trạm xe buýt [HNB 070] Chợ Bà Chồi, Huyện Nhà Bè","372 (Chợ Bà Chồi) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1080-cho-ba-choi
HNB 068,"Trạm xe buýt [HNB 068] Trung tâm dạy nghề, Huyện Nhà Bè","568 (Đ/d Trung tâm dạy nghề Nhà Bè ) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1081-trung-tam-day-nghe
HNB 066,"Trạm xe buýt [HNB 066] Cầu Hiệp Phước, Huyện Nhà Bè","718 Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh",110,https://xebuyt.net/1082-cau-hiep-phuoc
HNB 114,"Trạm xe buýt [HNB 114] Cầu Đồng Điền, Huyện Nhà Bè","CHVLXD Thành Công Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1084-cau-dong-dien
HNB 065,"Trạm xe buýt [HNB 065] Ngã tư Long Hậu, Huyện Nhà Bè","780 (116/5) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1085-nga-tu-long-hau
HNB 063,"Trạm xe buýt [HNB 063] Chùa Phước Linh, Huyện Nhà Bè","Đối diện cửa hàng Ba Thủy Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1086-chua-phuoc-linh
HNB 056,"Trạm xe buýt [HNB 056] Trường PTTH Long Thới, Huyện Nhà Bè","Kế 280 (Cửa sắt Hoàng Cẩn) Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1087-truong-ptth-long-thoi
BX 71,"Trạm xe buýt [BX 71] Hiệp Phước, Huyện Nhà Bè","Bến Hiệp Phước Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1088-hiep-phuoc
HNB 062,"Trạm xe buýt [HNB 062] Công an Huyện Nhà Bè, Huyện Nhà Bè","Cột điện 141P Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1089-cong-an-huyen-nha-be
Q6 061,"Trạm xe buýt [Q6 061] Cây Gõ, Quận 6","201 Minh Phụng, Quận 6, Tp.Hồ Chí Minh","02, 148",https://xebuyt.net/109-cay-go
Q1TC1F,"Trạm xe buýt [Q1TC1F] Bến Thành F, Quận 1","Bến Thành Phạm Ngũ Lão, Quận 1, Tp.Hồ Chí Minh","11, 12, 18, 19, 20, 38, 42, 52, 53, 56, 61, 75, 96",https://xebuyt.net/1090-ben-thanh-f
HNB 061,"Trạm xe buýt [HNB 061] Nhà Tưởng niệm Liệt sỹ Nhà Bè, Huyện Nhà Bè","1/58A Nguyễn Văn Tạo, Huyện Nhà Bè, Tp.Hồ Chí Minh","72, 110",https://xebuyt.net/1091-nha-tuong-niem-liet-sy-nha-be
Q1 025,"Trạm xe buýt [Q1 025] Bảo tàng Tôn Đức Thắng, Quận 1","Đối diện số 5 Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 56, 61, 88",https://xebuyt.net/1092-bao-tang-ton-duc-thang
Q1 026,"Trạm xe buýt [Q1 026] Ngô Văn Năm, Quận 1","Đối diện số 3C Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 56, 61, 88",https://xebuyt.net/1093-ngo-van-nam
Q1 027,"Trạm xe buýt [Q1 027] Ba Son, Quận 1","2 Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 56, 61, 88",https://xebuyt.net/1094-ba-son
Q1 028,"Trạm xe buýt [Q1 028] TTTM Sài Gòn, Quận 1","6 Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","12, 30, 61",https://xebuyt.net/1095-tttm-sai-gon
Q1 011,"Trạm xe buýt [Q1 011] Đại học Khoa học xã hội nhân văn, Quận 1","10 Đinh Tiên Hoàng, Quận 1, Tp.Hồ Chí Minh","12, 18, 19, 35, 42, 61",https://xebuyt.net/1096-dai-hoc-khoa-hoc-xa-hoi-nhan-van
Q9 227,"Trạm xe buýt [Q9 227] Công ty Nam Hàn, Quận 9","Công ty TNHH Nam Hàn Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150",https://xebuyt.net/1097-cong-ty-nam-han
Q9 228,"Trạm xe buýt [Q9 228] Khu tưởng niệm các Vua Hùng, Quận 9","Kho 190C - 19/11 Hiệp Thắng Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150",https://xebuyt.net/1098-khu-tuong-niem-cac-vua-hung
BD004,"Trạm xe buýt [BD004] Ngã 3 Tân Vạn, Quận 9","Ngã 3 Tân Vạn Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150",https://xebuyt.net/1099-nga-3-tan-van
Q5 072,"Trạm xe buýt [Q5 072] Siêu thị Điện máy, Quận 5","99 Nguyễn Tri Phương, Quận 5, Tp.Hồ Chí Minh","01, 17, 59",https://xebuyt.net/11-sieu-thi-dien-may
Q6 026,"Trạm xe buýt [Q6 026] Chợ Hoa, Quận 6","460-462 Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 61, 148",https://xebuyt.net/110-cho-hoa
Q9 229,"Trạm xe buýt [Q9 229] Trạm xăng Hiệp Phú, Quận 9","Trạm xăng Hiệp Phú Quốc lộ 1, Quận 9, Tp.Hồ Chí Minh","12, 60, 150",https://xebuyt.net/1100-tram-xang-hiep-phu
QTD 181,"Trạm xe buýt [QTD 181] ĐH Nông Lâm, Quận Thủ Đức","Kế 21 Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","19, 33, 50, 53, 93, 104",https://xebuyt.net/1101-dh-nong-lam
QTD 182,"Trạm xe buýt [QTD 182] Công ty điện tử Samsung, Quận Thủ Đức","Kế 59/6 Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","19, 33, 50, 93, 104",https://xebuyt.net/1102-cong-ty-dien-tu-samsung
QTD 183,"Trạm xe buýt [QTD 183] Đại học Kinh tế -Luật, Quận Thủ Đức","Đại học Kinh tế -Luật Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","19, 33, 50, 93, 104",https://xebuyt.net/1103-dai-hoc-kinh-te-luat
QTD 100,"Trạm xe buýt [QTD 100] Đường số 14, Quận Thủ Đức","Trụ  điện NB55 Đường số 14, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1104-duong-so-14
QTD 101,"Trạm xe buýt [QTD 101] Ngã ba đường 14, Quận Thủ Đức","Trụ điện SB61 Đường số 6, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1105-nga-ba-duong-14
QTD 102,"Trạm xe buýt [QTD 102] Ngã ba Linh Trung đường số 6, Quận Thủ Đức","Đối diện 94 Đường số 6, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1106-nga-ba-linh-trung-duong-so-6
QTD 098,"Trạm xe buýt [QTD 098] Tô Vĩnh Diện, Quận Thủ Đức","198 Hoàng Diệu 2, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1107-to-vinh-dien
QTD 092,"Trạm xe buýt [QTD 092] Nhà máy nước Thủ Đức, Quận Thủ Đức","Đối diện Nhà máy nước Thủ Đức Lê Văn Chí, Quận Thủ Đức, Tp.Hồ Chí Minh","89, 104",https://xebuyt.net/1108-nha-may-nuoc-thu-duc
QTD 099,"Trạm xe buýt [QTD 099] Ngã ba Lê Văn Chí, Quận Thủ Đức","Đối diện 233 Hoàng Diệu 2, Quận Thủ Đức, Tp.Hồ Chí Minh",104,https://xebuyt.net/1109-nga-ba-le-van-chi
Q6 025,"Trạm xe buýt [Q6 025] Cầu Hậu Giang, Quận 6","212A Hậu Giang, Quận 6, Tp.Hồ Chí Minh","02, 25, 61, 148",https://xebuyt.net/111-cau-hau-giang
QTD 093,"Trạm xe buýt [QTD 093] Đại học Sư Phạm Kỹ Thuật, Quận Thủ Đức","Đối diện 111/4 Lê Văn Chí, Quận Thủ Đức, Tp.Hồ Chí Minh","53, 89, 104",https://xebuyt.net/1110-dai-hoc-su-pham-ky-thuat
